"grid_id","area_total","area_land","percent_land"
"CRS3035RES50000mN2000000E2700000",2500.01901289717,2500.01901289717,100
"CRS3035RES50000mN2000000E2750000",2500.01902082826,2500.01902082826,100
"CRS3035RES50000mN2000000E2800000",2500.01902852489,2500.01902852489,100
"CRS3035RES50000mN2000000E2850000",2500.0190359846,2500.0190359846,100
"CRS3035RES50000mN2000000E2900000",2500.01904320616,2500.01904320616,100
"CRS3035RES50000mN2000000E2950000",2500.01905018786,2500.01905018786,100
"CRS3035RES50000mN2000000E3000000",2500.01905692812,2500.01905692812,100
"CRS3035RES50000mN2000000E3050000",2500.01906342551,2500.01906342551,100
"CRS3035RES50000mN2000000E3100000",2500.01906967837,2500.01906967837,100
"CRS3035RES50000mN2000000E3150000",2500.01907568525,2500.01907568525,100
"CRS3035RES50000mN2000000E3200000",2500.01908144543,2500.01908144543,100
"CRS3035RES50000mN2000000E3250000",2500.01908695734,2500.01908695734,100
"CRS3035RES50000mN2000000E3300000",2500.01909221941,2500.01909221941,100
"CRS3035RES50000mN2000000E3350000",2500.01909723104,2500.01909723104,100
"CRS3035RES50000mN2000000E3400000",2500.01910199071,2500.01910199071,100
"CRS3035RES50000mN2000000E3450000",2500.01910649775,2500.01910649775,100
"CRS3035RES50000mN2000000E3500000",2500.01911075109,2299.30366622593,91.9714435916909
"CRS3035RES50000mN2000000E3550000",2500.0191147497,477.06669033639,19.0825217104051
"CRS3035RES50000mN2000000E3600000",2500.01911849306,22.3477208959694,0.893901999815104
"CRS3035RES50000mN2000000E4150000",2500.019142625,15.5754991983014,0.62301519747354
"CRS3035RES50000mN2000000E4200000",2500.01914325749,273.025845350042,10.9209501889771
"CRS3035RES50000mN2000000E4250000",2500.01914362875,535.519352549138,21.4206100746828
"CRS3035RES50000mN2000000E4500000",2500.01914156393,79.7972848133874,3.19186695360535
"CRS3035RES50000mN2000000E4550000",2500.0191403672,992.683827140143,39.7070490826058
"CRS3035RES50000mN2000000E4600000",2500.01913890998,1423.68851521925,56.9471046465662
"CRS3035RES50000mN2000000E4650000",2500.01913719221,2492.98675682503,99.7187069385767
"CRS3035RES50000mN2000000E4700000",2500.01913521437,2500.01913521437,100
"CRS3035RES50000mN2000000E4750000",2500.01913297664,2500.01913297664,100
"CRS3035RES50000mN2000000E4800000",2500.01913047985,2489.49810368804,99.5791621486593
"CRS3035RES50000mN2000000E4850000",2500.01912772427,1880.94919351225,75.2373920924537
"CRS3035RES50000mN2000000E4900000",2500.01912471057,994.206711420237,39.767964236487
"CRS3035RES50000mN2000000E4950000",2500.01912143924,13.1004833382206,0.524015325557941
"CRS3035RES50000mN2050000E2650000",2500.01900869439,11.9276234911346,0.477101312016173
"CRS3035RES50000mN2050000E2700000",2500.01901689715,1882.54811059773,75.3013516246854
"CRS3035RES50000mN2050000E2750000",2500.01902486584,2500.01902486584,100
"CRS3035RES50000mN2050000E2800000",2500.01903259814,2500.01903259814,100
"CRS3035RES50000mN2050000E2850000",2500.0190400928,2500.0190400928,100
